Quantity,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
1.0,10842.0,6.0,1.0,38.63728613062735,33.04364537215483,1.0,17.0,17.0,1977.0,0.243204519,2.0,2.0,5.0,1564.0,0.0,1074.568,0.0,0.0,2.0
1.0,725.0,58.0,2.0,49.8826433899298,33.43278170333575,6.0,6.0,14.0,1972.0,0.31019913,2.0,2.0,11.0,2748.0,1.0,990.0,0.0,0.0,2.0
1.0,13931.0,138.0,2.0,43.69853923637347,26.41510393522152,5.0,4.0,5.0,1963.0,0.0,2.0,2.0,36.0,6714.0,2.0,1074.568,0.0,2.0,2.0
1.0,16330.0,122.0,2.0,56.21298348811914,36.349948901114615,9.0,5.0,17.0,1996.0,0.033493708,2.0,2.0,66.0,10573.0,1.0,1074.568,3.0,8.0,2.0
1.0,9066.0,59.0,3.0,75.3410686641437,35.74109513380686,10.0,8.0,17.0,1987.0,0.019508796,2.0,2.0,37.0,7687.0,7.372,1074.568,5.0,5.0,2.0
1.0,3326.0,13.0,3.0,76.51840800463705,44.42008754769048,10.0,6.0,17.0,1977.0,0.090799103,2.0,2.0,74.0,5378.628,2.0,990.0,5.0,4.143,2.0
1.0,1556.0,34.0,2.0,63.279709227873184,33.04364537215483,1.0,15.0,1.0,1977.0,0.069753361,2.0,2.0,53.0,13670.0,4.0,990.0,1.0,11.0,2.0
1.0,6579.0,23.0,2.0,46.055741062053,26.936678336120032,5.0,1.0,2.0,1975.0,0.034656082,2.0,2.0,0.0,168.0,0.0,990.0,0.0,0.0,2.0
1.0,13877.0,27.0,2.0,56.78226155296662,33.04364537215483,10.0,2.0,5.0,2015.0,0.07542368,2.0,2.0,11.0,3097.0,0.0,990.0,0.0,0.0,2.0
1.0,9857.0,34.0,3.0,78.4798682472681,49.22980281857096,10.0,17.0,16.0,2002.0,0.069753361,2.0,2.0,53.0,13670.0,4.0,990.0,1.0,11.0,2.0
1.0,7302.0,62.0,3.0,62.36385024517085,38.467325257358006,8.0,10.0,9.0,1975.0,0.002211665,2.0,2.0,39.0,7614.0,3.0,990.0,1.0,5.0,1.0
1.0,5684.0,114.0,1.0,34.133497138417084,18.2801882988784,7.0,6.0,8.0,1968.0,0.050272014,2.0,2.0,21.0,4231.0,7.372,1020.0,0.0,3.0,2.0
1.0,6513.0,88.0,3.0,60.7669618864274,43.23565180211378,6.0,3.0,12.0,1974.0,0.127375905,2.0,2.0,43.0,8429.0,3.0,990.0,3.0,9.0,2.0
1.0,11342.0,27.0,1.0,38.69279795114794,39.60887148178522,8.0,16.0,17.0,1977.0,0.011654127,2.0,2.0,4.0,915.0,0.0,990.0,0.0,0.0,2.0
1.0,16561.0,21.0,3.0,63.470494548149325,47.63960636467296,5.0,7.0,9.0,1975.0,0.194489265,2.0,2.0,47.0,8004.0,3.0,1074.568,3.0,5.0,2.0
1.0,6885.0,39.0,2.0,49.41694304254325,30.89847588936724,5.0,5.0,5.0,1975.0,0.072157581,2.0,2.0,25.0,5011.0,8.0,990.0,0.0,2.0,2.0
1.0,9308.0,53.0,1.0,35.51663856661769,22.000905813023948,6.0,5.0,9.0,1975.0,0.313924552,2.0,2.0,22.0,4625.0,7.372,1074.568,2.0,10.0,2.0
1.0,2559.0,23.0,2.0,73.86846010493733,33.04364537215483,0.0,9.0,0.0,1977.0,0.075778755,2.0,2.0,6.0,1437.0,3.0,990.0,0.0,2.0,2.0
1.0,6648.0,12.0,1.0,41.873921634502494,21.011677842512302,8.0,18.0,17.0,1992.0,0.090799103,2.0,2.0,74.0,5378.628,2.0,990.0,5.0,4.143,2.0
1.0,15260.0,118.0,1.0,36.13807008404357,20.5239780878322,6.0,3.0,5.0,1959.0,0.21843974,2.0,2.0,21.0,4472.0,6.0,1074.568,4.0,7.0,1.0
1.0,5113.0,41.0,1.0,40.83976184730634,21.01303218683933,7.0,5.0,14.0,2004.0,0.175054867,2.0,2.0,36.0,10055.0,3.0,990.0,1.0,0.0,2.0
1.0,16492.0,88.0,1.0,42.865265145509575,33.04364537215483,0.0,18.0,0.0,1977.0,0.127375905,2.0,2.0,43.0,8429.0,3.0,990.0,3.0,9.0,2.0
1.0,12034.0,53.0,2.0,58.56362485209706,43.75223474518224,10.0,16.0,24.0,2019.0,0.049637257,2.0,2.0,34.0,7759.0,0.0,1074.568,1.0,3.0,2.0
1.0,7248.0,37.0,2.0,49.340231291020594,29.65153422163452,5.0,9.0,14.0,1973.0,0.178916796,2.0,2.0,18.0,3594.0,4.0,1074.568,1.0,5.0,2.0
1.0,2171.0,66.0,2.0,47.87330206990477,30.54999230293039,4.0,3.0,5.0,1960.0,0.161975568,2.0,1.0,31.0,7010.0,5.0,1074.568,3.0,7.0,2.0
1.0,10594.0,9.0,2.0,47.77091955759415,27.83118358998115,8.0,10.0,10.0,2008.0,0.13012277,2.0,2.0,8.0,1986.0,0.0,990.0,0.0,0.0,2.0
1.0,13241.0,61.0,1.0,40.57629621127623,19.17064321240808,10.0,6.0,22.0,1998.0,0.300322518,2.0,2.0,52.0,10311.0,6.0,990.0,1.0,9.0,2.0
1.0,7032.0,13.0,1.0,29.57080169699652,20.74229630059445,5.0,2.0,5.0,1964.0,0.133215333,2.0,2.0,49.0,11395.0,3.0,1074.568,3.0,4.0,1.0
1.0,4884.0,29.0,1.0,39.68887710532403,18.944480450824138,8.0,2.0,14.0,1977.0,0.069660344,2.0,2.0,31.0,6119.0,4.0,990.0,1.0,2.0,2.0
1.0,903.0,15.0,2.0,64.71893532395197,32.09149416776168,2.0,6.0,14.0,2009.0,0.158249043,2.0,2.0,21.0,5731.0,0.0,990.0,1.0,0.0,2.0
1.0,162.0,8.0,1.0,40.109638589309306,18.660004137151176,9.0,14.0,15.0,1977.0,0.092290642,2.0,2.0,21.0,4346.0,2.0,1074.568,1.0,2.0,2.0
1.0,6566.0,75.0,2.0,65.77312468245391,38.26698615518068,7.0,6.0,5.0,1957.0,0.122090347,2.0,2.0,29.0,6566.0,7.0,1074.568,4.0,0.0,2.0
1.0,8249.0,58.0,1.0,39.7683400120084,22.41394259970384,8.0,10.0,10.0,2005.0,0.31019913,2.0,2.0,11.0,2748.0,1.0,990.0,0.0,0.0,2.0
1.0,13106.0,93.0,3.0,66.5153415466758,48.178475963054034,5.0,1.0,9.0,1973.0,0.11781023344459998,2.0,2.0,25.0,6149.0,0.0,990.0,0.0,0.0,2.0
1.0,256.0,6.0,1.0,38.87052458458938,41.17281447031687,1.0,9.0,1.0,1977.0,0.243204519,2.0,2.0,5.0,1564.0,0.0,1074.568,0.0,0.0,2.0
1.0,7976.0,23.0,2.0,64.40535431930748,33.04364537215483,1.0,16.0,25.0,1977.0,0.075778755,2.0,2.0,6.0,1437.0,3.0,990.0,0.0,2.0,2.0
1.0,8575.0,30.0,2.0,54.61434593862014,33.04364537215483,1.0,9.0,17.0,1977.0,7.81528e-05,2.0,2.0,22.0,6398.0,7.372,1046.0,3.0,4.143,2.0
1.0,7591.0,52.197,3.0,61.37492724098669,45.189792194634784,6.0,4.0,9.0,1964.0,0.21843974,2.0,2.0,21.0,4472.0,6.0,1074.568,4.0,7.0,1.0
1.0,3204.0,128.0,2.0,62.08212168220585,33.04364537215483,0.0,2.0,3.0,1977.0,0.0,2.0,2.0,27.0,4798.0,0.0,1074.568,2.0,8.0,2.0
1.0,15804.0,28.0,2.0,45.53818787128393,31.805557740681085,5.0,4.0,5.0,1963.0,0.118537385,2.0,2.0,30.0,6207.0,1.0,1183.0,1.0,0.0,2.0
1.0,1525.0,34.0,3.0,74.90655619752668,46.59000831886104,10.0,12.0,17.0,1993.0,0.069753361,2.0,2.0,53.0,13670.0,4.0,990.0,1.0,11.0,2.0
1.0,9038.0,1.0,2.0,65.55264734791389,33.04364537215483,1.0,15.0,17.0,1977.0,0.007122317,2.0,2.0,1.0,264.0,0.0,990.0,0.0,1.0,2.0
1.0,13628.0,44.0,2.0,46.64393867521876,29.78020411928357,5.0,7.0,5.0,1969.0,0.122190486,2.0,2.0,25.0,4724.0,2.0,1074.568,1.0,3.0,2.0
1.0,10016.0,44.0,2.0,45.24285161400138,31.742719458332715,6.0,1.0,9.0,1976.0,0.122190486,2.0,2.0,25.0,4724.0,2.0,1074.568,1.0,3.0,2.0
1.0,10208.0,11.0,3.0,59.28946961032725,44.665537148171474,5.0,5.0,5.0,1964.0,0.038692987,2.0,2.0,28.0,6533.0,1.0,1015.0,2.0,5.0,2.0
1.0,2008.0,94.0,2.0,48.693295697353975,32.25870261971564,5.0,7.0,9.0,1975.0,0.127375905,2.0,2.0,43.0,8429.0,3.0,990.0,3.0,9.0,2.0
1.0,13029.0,90.0,2.0,49.36773799954912,34.46230616409803,9.0,11.0,12.0,1970.0,0.265088676,2.0,2.0,37.0,5288.0,0.0,1074.568,3.0,2.0,2.0
1.0,5099.0,6.0,1.0,41.50104016449672,33.04364537215483,0.0,18.0,0.0,1977.0,0.243204519,2.0,2.0,5.0,1564.0,0.0,1074.568,0.0,0.0,2.0
1.0,9923.0,12.0,3.0,73.45472115659649,45.044852752084246,10.0,17.0,17.0,1987.0,0.090799103,2.0,2.0,74.0,5378.628,2.0,990.0,5.0,4.143,2.0
1.0,9461.0,57.0,1.0,33.008370007723215,21.226576463704628,6.0,2.0,9.0,1979.0,0.072157581,1.0,2.0,9.0,1768.0,0.0,1074.568,0.0,0.0,1.0
1.0,11086.0,21.0,2.0,42.70799497329023,29.035438476677943,5.0,9.0,8.0,1964.0,0.149666373,2.0,2.0,22.0,4789.0,2.0,1074.568,4.0,1.0,2.0
1.0,15057.0,52.197,2.0,55.08731987921566,33.57933695799419,7.0,4.0,5.0,1956.0,0.212515361,2.0,2.0,19.0,3293.0,7.372,990.0,3.0,7.0,2.0
1.0,10689.0,30.0,2.0,60.63064069467036,33.04364537215483,1.0,8.0,17.0,1977.0,7.81528e-05,2.0,2.0,22.0,6398.0,7.372,1046.0,3.0,4.143,2.0
1.0,2053.0,8.0,3.0,61.50841382150825,46.90264952656725,6.0,6.0,9.0,1967.0,0.072157581,2.0,2.0,23.0,5735.0,3.0,1084.0,0.0,5.0,2.0
1.0,16630.0,72.0,1.0,36.39286797362917,17.498456027213027,7.0,6.0,9.0,1967.0,0.210473241,2.0,2.0,11.0,2398.0,2.0,1074.568,3.0,0.0,2.0
1.0,4985.0,23.0,2.0,63.02111913012411,33.04364537215483,1.0,4.0,25.0,1977.0,0.075778755,2.0,2.0,6.0,1437.0,3.0,990.0,0.0,2.0,2.0
1.0,13881.0,58.0,3.0,82.91116098794275,35.74109513380686,9.0,15.0,14.0,1969.0,0.1489038909999999,2.0,2.0,9.0,1952.0,1.0,1074.568,3.0,2.0,2.0
1.0,13225.0,88.0,1.0,43.72039389751112,33.04364537215483,0.0,18.0,0.0,1977.0,0.127375905,2.0,2.0,43.0,8429.0,3.0,990.0,3.0,9.0,2.0
1.0,5779.0,23.0,1.0,31.841014398825717,30.939042271209964,1.0,5.0,4.0,1977.0,0.034656082,2.0,2.0,0.0,168.0,0.0,990.0,0.0,0.0,2.0
1.0,10262.0,27.0,2.0,69.19644016928157,33.04364537215483,0.0,10.0,0.0,1977.0,0.017647053,2.0,2.0,2.0,469.0,0.0,990.0,0.0,0.0,2.0
1.0,10762.0,55.0,3.0,63.051670598188274,46.39174109484638,6.0,2.0,9.0,1973.0,0.012338886,2.0,2.0,35.0,5776.0,1.0,1074.568,2.0,4.0,2.0
1.0,9513.0,26.0,1.0,39.230346913798826,20.93877136890088,7.0,9.0,17.0,2000.0,0.0,2.0,2.0,36.0,6714.0,2.0,1074.568,0.0,2.0,2.0
1.0,11128.0,21.0,2.0,42.20621681384596,26.426548966453613,5.0,5.0,5.0,1963.0,0.034331497,2.0,2.0,25.0,5487.0,3.0,990.0,0.0,4.0,2.0
1.0,2074.0,111.0,3.0,65.18352658134758,44.662289119219686,7.0,6.0,12.0,1974.0,0.135649789,2.0,2.0,46.0,7960.0,6.0,1074.568,3.0,11.0,2.0
1.0,933.0,34.0,1.0,43.413672838653895,33.04364537215483,1.0,14.0,22.0,1977.0,0.069753361,2.0,2.0,53.0,13670.0,4.0,990.0,1.0,11.0,2.0
1.0,2780.0,27.0,2.0,70.09946487702874,33.04364537215483,1.0,8.0,17.0,2019.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,6594.0,23.0,2.0,53.148626936761005,33.04364537215483,1.0,11.0,12.0,1977.0,0.034656082,2.0,2.0,0.0,168.0,0.0,990.0,0.0,0.0,2.0
1.0,15394.0,67.0,2.0,70.83598477893811,40.154647228882645,11.0,12.0,19.0,2014.0,0.0077202819999999,2.0,2.0,38.0,4788.0,2.0,990.0,0.0,4.0,2.0
1.0,14863.0,58.0,1.0,35.12487250319834,21.465834060147987,6.0,4.0,12.0,1981.0,0.072157581,2.0,2.0,23.0,5735.0,3.0,1084.0,0.0,5.0,2.0
1.0,6698.0,1.0,2.0,55.024440892987954,34.07424006784818,9.0,4.0,17.0,1990.0,0.025609157,2.0,2.0,33.0,5261.0,0.0,1074.568,3.0,1.0,2.0
1.0,1611.0,86.0,3.0,59.90216083744568,40.87667933935274,5.0,7.0,9.0,1974.0,0.161975568,2.0,1.0,31.0,7010.0,5.0,1074.568,3.0,7.0,2.0
1.0,174.0,7.0,2.0,43.02265758088557,30.415339558033327,5.0,4.0,5.0,1969.0,0.035145267,2.0,2.0,42.0,9292.0,3.0,1074.568,0.0,3.0,2.0
1.0,5160.0,58.0,3.0,93.75628511517036,33.04364537215483,1.0,2.0,3.0,1977.0,0.072157581,2.0,2.0,23.0,5735.0,3.0,1084.0,0.0,5.0,2.0
1.0,3295.0,69.0,2.0,63.85327468974365,37.04251049305931,10.0,4.0,16.0,1982.0,0.093442564,2.0,2.0,23.0,4635.0,5.0,1074.568,2.0,4.0,2.0
1.0,4559.0,59.0,2.0,76.79291144844699,33.04364537215483,0.0,17.0,0.0,1977.0,0.019508796,2.0,2.0,37.0,7687.0,7.372,1074.568,5.0,5.0,2.0
1.0,8254.0,29.0,2.0,45.69373945180306,27.468975008406204,5.0,5.0,5.0,1964.0,0.086885265,2.0,2.0,10.0,2277.0,2.0,1074.568,0.0,0.0,2.0
1.0,10228.0,27.0,1.0,37.14267228959695,40.83038394930946,1.0,3.0,15.0,2014.0,0.211401214,2.0,2.0,9.0,1892.0,0.0,990.0,0.0,1.0,2.0
1.0,13924.0,9.0,1.0,41.26247404924529,33.04364537215483,1.0,2.0,1.0,1977.0,0.161531741,2.0,2.0,25.0,5648.0,1.0,1074.568,2.0,4.0,2.0
1.0,15341.0,13.0,2.0,54.40969028447441,33.223632015030624,9.0,11.0,18.0,1999.0,0.090799103,2.0,2.0,74.0,5378.628,2.0,990.0,5.0,4.143,2.0
1.0,4353.0,1.0,2.0,56.20998399459898,33.04364537215483,1.0,3.0,17.0,1977.0,0.007122317,2.0,2.0,1.0,264.0,0.0,990.0,0.0,1.0,2.0
1.0,4334.0,23.0,1.0,31.27948592983815,33.04364537215483,1.0,12.0,1.0,1977.0,0.034656082,2.0,2.0,0.0,168.0,0.0,990.0,0.0,0.0,2.0
1.0,1872.0,30.0,2.0,52.44905662805961,52.79834949331681,1.0,17.0,17.0,2016.0,7.81528e-05,2.0,2.0,22.0,6398.0,7.372,1046.0,3.0,4.143,2.0
1.0,7823.0,107.0,1.0,32.66437965834057,20.130882448693484,5.0,10.0,9.0,1970.0,0.050272014,2.0,2.0,21.0,4231.0,7.372,1020.0,0.0,3.0,2.0
1.0,310.0,27.0,3.0,45.41135800046039,49.88336797864756,0.0,18.0,25.0,1977.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,3704.0,74.0,2.0,81.74242020435544,35.74109513380686,1.0,7.0,24.0,1977.0,0.075778755,2.0,2.0,6.0,1437.0,3.0,990.0,0.0,2.0,2.0
1.0,11615.0,24.0,1.0,61.367530072393855,33.04364537215483,0.0,6.0,15.0,2016.0,0.111627393,2.0,2.0,50.0,12238.0,8.0,1074.568,2.0,3.0,2.0
1.0,6605.0,23.0,3.0,82.91245237864592,33.04364537215483,1.0,8.555,25.0,1977.0,0.075778755,2.0,2.0,6.0,1437.0,3.0,990.0,0.0,2.0,2.0
1.0,3381.0,9.0,2.0,54.62029016371064,30.08122717380717,8.0,11.0,14.0,1990.0,0.136244425,2.0,2.0,11.0,2370.0,0.0,990.0,0.0,1.0,2.0
1.0,2143.0,1.0,1.0,39.39922586463676,33.04364537215483,1.0,15.0,17.0,1977.0,0.007122317,2.0,2.0,1.0,264.0,0.0,990.0,0.0,1.0,2.0
1.0,3191.0,91.0,3.0,66.35462195018826,48.75905593327922,9.0,8.0,12.0,1976.0,0.333891544,2.0,2.0,30.0,6564.0,1.0,990.0,0.0,0.0,2.0
1.0,13980.0,6.0,1.0,40.88656986826595,42.6650362367781,12.0,12.0,17.0,1977.0,0.243204519,2.0,2.0,5.0,1564.0,0.0,1074.568,0.0,0.0,2.0
1.0,15613.0,32.0,1.0,35.99883862933943,17.060620852365545,5.0,2.0,5.0,1970.0,0.135649789,2.0,2.0,46.0,7960.0,6.0,1074.568,3.0,11.0,2.0
1.0,10943.0,52.197,3.0,61.19442057263379,48.87051696156136,6.0,1.0,9.0,1967.0,0.0,2.0,2.0,7.0,1660.0,7.372,1074.568,1.0,5.0,2.0
1.0,9654.0,14.0,1.0,40.309552003105175,39.65936287909926,10.0,1.0,3.0,2018.0,0.23861713,2.0,2.0,26.0,3889.0,6.0,990.0,3.0,6.0,2.0
1.0,16053.0,17.0,4.0,56.50925320039437,35.74109513380686,0.0,4.0,0.0,2013.0,0.093442564,2.0,2.0,23.0,4635.0,5.0,1074.568,2.0,4.0,2.0
1.0,14931.0,6.0,3.0,83.10978716958935,46.51934452818984,12.0,5.0,17.0,1977.0,0.243204519,2.0,2.0,5.0,1564.0,0.0,1074.568,0.0,0.0,2.0
1.0,8299.0,77.0,3.0,65.20744811268364,46.76680744515086,6.0,3.0,9.0,1976.0,6.99893e-05,2.0,2.0,46.0,10309.0,1.0,1074.568,1.0,4.143,2.0
1.0,2147.0,71.0,1.0,40.419643083277386,23.67126165122221,8.0,3.0,14.0,1997.0,0.033493708,2.0,2.0,66.0,10573.0,1.0,1074.568,3.0,8.0,2.0
1.0,11567.0,0.0,3.0,56.50925320039437,53.42705095786825,13.0,20.0,19.0,2012.0,0.006076152,2.0,2.0,30.0,5285.0,0.0,990.0,1.265,6.0,2.0
1.0,5905.0,62.0,1.0,49.83759525972453,33.04364537215483,1.0,6.0,1.0,1977.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,11160.0,58.0,1.0,48.61066139896364,48.75250170157906,1.0,4.0,3.0,1977.0,0.072157581,2.0,2.0,23.0,5735.0,3.0,1084.0,0.0,5.0,2.0
1.0,8275.0,1.0,1.0,44.80608996300601,33.04364537215483,1.0,8.0,17.0,1977.0,0.007122317,2.0,2.0,1.0,264.0,0.0,990.0,0.0,1.0,2.0
1.0,16398.0,100.0,1.0,55.51694428600491,24.57291714145736,14.0,19.0,22.0,2012.0,0.200146802,2.0,2.0,23.0,3975.0,8.0,990.0,2.0,0.0,2.0
1.0,11229.0,9.0,2.0,52.11544851572794,34.813364647107875,8.0,2.0,14.0,1996.0,0.161531741,2.0,2.0,25.0,5648.0,1.0,1074.568,2.0,4.0,2.0
1.0,10309.0,66.0,1.0,32.64855007706279,22.41284448955264,5.0,1.0,4.0,1963.0,0.111627393,2.0,2.0,50.0,12238.0,8.0,1074.568,2.0,3.0,2.0
1.0,7340.0,1.0,3.0,87.40219912451137,35.74109513380686,1.0,8.0,17.0,1977.0,0.007122317,2.0,2.0,1.0,264.0,0.0,990.0,0.0,1.0,2.0
1.0,7653.0,52.197,1.0,43.21462076509485,21.082945515723093,8.0,7.0,9.0,2003.0,0.041116354,2.0,2.0,53.0,14892.0,4.0,990.0,1.0,4.0,2.0
1.0,272.0,41.0,3.0,50.55302531149618,35.496396539080266,6.0,3.0,9.0,1975.0,0.036122292,2.0,2.0,24.0,4378.0,0.0,1036.0,1.0,1.0,2.0
1.0,9831.0,62.0,3.0,55.68532164582656,34.42862814427498,6.0,4.0,9.0,1980.0,0.037177818,2.0,2.0,52.0,11217.0,1.0,1074.568,1.0,7.0,2.0
1.0,5016.0,23.0,2.0,54.405583281236936,33.67559365222614,9.0,10.0,17.0,2013.0,0.075778755,2.0,2.0,6.0,1437.0,3.0,990.0,0.0,2.0,2.0
1.0,5968.0,23.0,1.0,28.57119049227769,29.40338105783641,0.0,12.0,17.0,2014.0,0.034656082,2.0,2.0,0.0,168.0,0.0,990.0,0.0,0.0,2.0
1.0,796.0,27.0,3.0,52.21745385290257,35.74109513380686,10.0,13.0,17.0,2017.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,12123.0,6.0,1.0,40.44583605566729,18.660079683274333,9.0,10.0,17.0,2015.0,0.243204519,2.0,2.0,5.0,1564.0,0.0,1074.568,0.0,0.0,2.0
1.0,16629.0,151.0,1.0,32.11344868416979,22.077257160114712,6.0,8.0,9.0,1976.0,0.236108458,2.0,2.0,16.0,3893.0,7.372,990.0,3.0,10.0,2.0
1.0,2637.0,130.0,1.0,31.99949083273256,20.63123000299838,5.0,7.0,9.0,1968.0,0.21843974,2.0,2.0,21.0,4472.0,6.0,1074.568,4.0,7.0,1.0
1.0,6194.0,56.0,1.0,40.102469685330966,18.523336171759357,8.0,3.0,17.0,1986.0,0.0,2.0,2.0,23.0,5067.0,4.0,990.0,2.0,6.0,2.0
1.0,6216.0,52.197,2.0,51.77749721731153,30.5830316595352,8.0,3.0,10.0,1976.0,0.0,2.0,2.0,30.0,7538.0,7.372,1074.568,5.0,5.0,2.0
1.0,14346.0,83.0,1.0,42.5269143733054,23.04930999091897,8.0,2.0,12.0,1979.0,0.0077202819999999,2.0,2.0,38.0,4788.0,2.0,990.0,0.0,4.0,2.0
1.0,6428.0,9.0,1.0,43.03726374343479,33.04364537215483,1.0,3.0,1.0,1977.0,0.161531741,2.0,2.0,25.0,5648.0,1.0,1074.568,2.0,4.0,2.0
1.0,2891.0,38.0,1.0,49.470746724515685,26.563910922433248,1.0,10.0,12.0,1977.0,0.060753049,2.0,2.0,15.0,2787.0,2.0,1074.568,0.0,7.0,2.0
1.0,84.0,48.0,1.0,34.77677114839062,18.463897055672508,5.0,4.0,9.0,1981.0,0.041124634,2.0,2.0,46.0,9515.0,5.0,990.0,1.0,10.0,2.0
1.0,9260.0,90.0,2.0,49.989146851610286,34.30668031848907,7.0,6.0,9.0,1968.0,0.246031548,2.0,1.0,22.0,3151.0,4.0,1074.568,3.0,3.0,2.0
1.0,15250.0,41.0,1.0,22.04987241651111,15.882365112467197,3.0,9.0,9.0,1973.0,0.175054867,2.0,2.0,36.0,10055.0,3.0,990.0,1.0,0.0,2.0
1.0,2348.0,128.0,1.0,47.51116715169837,21.47567478943422,12.0,3.0,6.0,2002.0,0.0,2.0,2.0,27.0,4798.0,0.0,1074.568,2.0,8.0,2.0
1.0,10427.0,78.0,2.0,58.168290207890976,35.09649624167143,11.0,10.0,22.0,2006.0,0.092290642,2.0,2.0,21.0,4346.0,2.0,1074.568,1.0,2.0,2.0
1.0,13230.0,74.0,2.0,84.50913807618316,35.74109513380686,1.0,12.0,24.0,1977.0,0.075778755,2.0,2.0,6.0,1437.0,3.0,990.0,0.0,2.0,2.0
1.0,1691.0,75.0,1.0,48.61249800445973,18.123170916289524,1.0,11.0,1.0,2014.0,0.122090347,2.0,2.0,29.0,6566.0,7.0,1074.568,4.0,0.0,2.0
1.0,8803.0,6.0,1.0,42.8469749055384,39.5337996385904,10.0,5.0,17.0,2013.0,0.243204519,2.0,2.0,5.0,1564.0,0.0,1074.568,0.0,0.0,2.0
1.0,5464.0,93.0,2.0,70.48011132680861,35.74109513380686,12.0,9.0,17.0,2016.0,0.050900058,2.0,2.0,43.0,10621.0,1.0,1074.568,2.0,3.0,2.0
1.0,10559.0,27.0,1.0,42.06369692074535,41.012215389929146,1.0,3.0,9.0,2016.0,0.011654127,2.0,2.0,4.0,915.0,0.0,990.0,0.0,0.0,2.0
1.0,16787.0,55.0,3.0,78.68884818028438,44.67927623450717,8.0,12.0,14.0,1989.0,0.041365446,2.0,2.0,31.0,5569.0,0.0,990.0,1.0,4.0,2.0
1.0,4278.0,87.0,1.0,35.417576593896364,25.35558120545372,6.0,2.0,9.0,1980.0,0.100455735,2.0,2.0,43.0,7227.0,0.0,990.0,1.0,6.0,1.0
1.0,6183.0,21.0,2.0,46.56982036483815,31.64756690933532,5.0,3.0,5.0,1964.0,0.194489265,2.0,2.0,47.0,8004.0,3.0,1074.568,3.0,5.0,2.0
1.0,12775.0,96.0,1.0,39.319723211685655,19.763375307621967,8.0,3.0,14.0,2011.0,0.041116354,2.0,2.0,53.0,14892.0,4.0,990.0,1.0,4.0,2.0
1.0,10104.0,83.0,1.0,39.3035014734394,23.284751784919592,8.0,2.0,14.0,1986.0,0.0077202819999999,2.0,2.0,38.0,4788.0,2.0,990.0,0.0,4.0,2.0
1.0,13663.0,93.0,2.0,52.52496336674217,33.73929465513411,8.0,6.0,14.0,1988.0,0.11781023344459998,2.0,2.0,25.0,6149.0,0.0,990.0,0.0,0.0,2.0
1.0,9404.0,39.0,2.0,55.78481814562032,34.23048876030064,9.0,18.0,17.0,1996.0,0.0006991189999999,2.0,2.0,14.0,3369.0,7.372,1074.568,0.0,3.0,2.0
1.0,14724.0,146.0,1.0,40.9583397249237,19.616120390003047,8.0,9.0,16.0,1981.0,0.236108458,2.0,2.0,16.0,3893.0,7.372,990.0,3.0,10.0,2.0
1.0,10040.0,62.0,2.0,66.29653135616107,33.04364537215483,1.0,8.0,1.0,1977.0,0.072157581,2.0,2.0,2.0,629.0,1.0,990.0,0.0,0.0,1.0
1.0,4646.0,6.0,2.0,72.2354862524815,33.04364537215483,0.0,24.0,25.0,1977.0,0.243204519,2.0,2.0,5.0,1564.0,0.0,1074.568,0.0,0.0,2.0
1.0,4754.0,91.0,1.0,36.98344368452791,18.74100808238918,7.0,7.0,9.0,1969.0,0.333891544,2.0,2.0,30.0,6564.0,1.0,990.0,0.0,0.0,2.0
1.0,3310.0,6.0,3.0,84.62535038041838,33.04364537215483,1.0,6.0,17.0,1977.0,0.243204519,2.0,2.0,5.0,1564.0,0.0,1074.568,0.0,0.0,2.0
1.0,2003.0,8.0,2.0,44.68368246434741,28.31515388430829,5.0,4.0,9.0,1976.0,0.092290642,2.0,2.0,21.0,4346.0,2.0,1074.568,1.0,2.0,2.0
1.0,7312.0,95.0,1.0,33.39500300805287,23.587507070887277,5.0,8.0,9.0,1968.0,0.0,2.0,2.0,7.0,1660.0,7.372,1074.568,1.0,5.0,2.0
1.0,10921.0,52.197,2.0,48.96912355782237,35.57071511251266,5.0,7.0,9.0,1977.0,0.174739084,2.0,2.0,17.0,3379.0,9.0,1074.568,0.0,3.0,2.0
1.0,13419.0,46.0,3.0,66.50319055848914,44.951469834983904,9.0,7.0,12.0,1970.0,0.188783766,2.0,2.0,31.0,6137.0,4.0,990.0,0.0,1.0,2.0
1.0,10105.0,26.0,1.0,35.488663529452545,21.966797962136745,6.0,4.0,9.0,1979.0,0.0,2.0,2.0,36.0,6714.0,2.0,1074.568,0.0,2.0,2.0
1.0,2196.0,52.0,4.0,56.50925320039437,33.04364537215483,10.0,4.0,22.0,2005.0,0.371148999,2.0,2.0,34.0,7065.0,1.0,990.0,2.0,5.0,2.0
